symbol,buy_date,buy_price,buy_qty,sell_date,sell_price,sell_qty,pnl,holding_period_minutes,status
EO CE BSE 26Jun2025 3400,2025-06-17,3.0,375.0,2025-06-11,9.15,375.0,2306.25,8640.0,CLOSED
EO CE BSE 26Jun2025 3400,2025-06-17,3.0,375.0,2025-06-11,9.15,375.0,2306.25,8640.0,CLOSED
EO CE BSE 26Jun2025 3400,2025-06-18,2.0,375.0,2025-06-11,9.15,375.0,2681.25,10080.0,CLOSED
EO CE BSE 26Jun2025 3400,2025-06-19,1.7,375.0,2025-06-16,3.3,375.0,600.0,4320.0,CLOSED
EO CE BSE 26Jun2025 3400,2025-06-25,0.05,375.0,2025-06-16,3.3,375.0,1218.75,12960.0,CLOSED
EO CE BSE 28Aug2025 3200,2025-08-20,1.0,375.0,2025-08-08,2.7,375.0,637.5000000000001,17280.0,CLOSED
EO CE BSE 31Jul2025 3400,2025-07-08,3.15,375.0,2025-07-04,4.5,375.0,506.25000000000006,5760.0,CLOSED
EO CE BSE 31Jul2025 3400,2025-07-21,1.85,375.0,2025-07-04,4.4,375.0,956.2500000000001,24480.0,CLOSED
EO CE BSE 31Jul2025 3400,2025-07-21,1.6,375.0,2025-07-08,3.1,375.0,562.5,18720.0,CLOSED
EO CE CDSL 31Jul2025 2000,2025-06-27,13.15,475.0,2025-06-27,15.9,475.0,1306.25,0.0,CLOSED
EO CE CDSL 31Jul2025 2040,2025-07-21,1.25,475.0,2025-07-04,6.2,475.0,2351.25,24480.0,CLOSED
EO CE CHOLAFIN 26Jun2025 1800,2025-06-17,0.95,625.0,2025-06-04,1.7,625.0,468.75,18720.0,CLOSED
EO CE CHOLAFIN 26Jun2025 1800,2025-06-19,0.45,625.0,2025-06-04,1.7,625.0,781.25,21600.0,CLOSED
EO CE CHOLAFIN 26Jun2025 1800,2025-06-25,0.05,1875.0,2025-06-13,1.2,1875.0,2156.25,17280.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1600,2025-08-01,5.05,625.0,2025-08-01,4.6,625.0,-281.2500000000001,0.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1600,2025-08-01,5.05,625.0,2025-08-01,4.6,625.0,-281.2500000000001,0.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1600,2025-08-01,5.05,1250.0,2025-08-01,4.6,1250.0,-562.5000000000002,0.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1640,2025-08-18,2.25,625.0,2025-08-01,2.8,625.0,343.7499999999999,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1640,2025-08-18,2.25,625.0,2025-08-01,2.8,625.0,343.7499999999999,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1640,2025-08-18,2.25,625.0,2025-08-01,2.8,625.0,343.7499999999999,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1640,2025-08-18,2.25,625.0,2025-08-01,2.8,625.0,343.7499999999999,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1660,2025-08-18,1.2,625.0,2025-08-01,1.9,625.0,437.5,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1660,2025-08-18,1.2,625.0,2025-08-01,1.9,625.0,437.5,24480.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1700,2025-08-26,0.05,625.0,2025-08-01,1.6,625.0,968.75,36000.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1700,2025-08-28,0.05,625.0,2025-08-01,1.6,625.0,968.75,38880.0,CLOSED
EO CE CHOLAFIN 28Aug2025 1700,2025-08-28,0.05,1250.0,2025-08-01,1.6,1250.0,1937.5,38880.0,CLOSED
EO CE CHOLAFIN 30Sep2025 1720,2025-09-30,0.05,625.0,2025-09-22,3.0,625.0,1843.75,11520.0,CLOSED
EO CE CHOLAFIN 30Sep2025 1720,2025-09-30,0.05,625.0,2025-09-22,3.0,625.0,1843.75,11520.0,CLOSED
EO CE CHOLAFIN 30Sep2025 1720,2025-09-30,0.05,625.0,2025-09-22,2.6,625.0,1593.7500000000002,11520.0,CLOSED
EO CE CHOLAFIN 30Sep2025 1720,2025-09-30,0.05,625.0,2025-09-22,2.6,625.0,1593.7500000000002,11520.0,CLOSED
EO CE COFORGE 30Sep2025 1860,2025-09-30,0.05,375.0,2025-09-24,0.9,375.0,318.75,8640.0,CLOSED
EO CE COFORGE 30Sep2025 1860,2025-09-30,0.05,375.0,2025-09-24,0.9,375.0,318.75,8640.0,CLOSED
EO CE COFORGE 30Sep2025 1860,2025-09-30,0.05,375.0,2025-09-24,0.9,375.0,318.75,8640.0,CLOSED
EO CE COFORGE 30Sep2025 1860,2025-09-30,0.05,375.0,2025-09-24,0.95,375.0,337.49999999999994,8640.0,CLOSED
EO CE COFORGE 30Sep2025 1900,2025-09-30,0.05,375.0,2025-09-23,1.1,375.0,393.75,10080.0,CLOSED
EO CE COFORGE 30Sep2025 1900,2025-09-30,0.05,375.0,2025-09-23,1.2,375.0,431.24999999999994,10080.0,CLOSED
EO CE COFORGE 30Sep2025 1900,2025-09-30,0.05,375.0,2025-09-23,1.15,375.0,412.49999999999994,10080.0,CLOSED
EO CE COFORGE 30Sep2025 1900,2025-09-30,0.05,375.0,2025-09-23,1.15,375.0,412.49999999999994,10080.0,CLOSED
EO CE COFORGE 30Sep2025 1920,2025-09-29,0.05,375.0,2025-09-22,2.05,375.0,749.9999999999999,10080.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-19,1.4,375.0,2025-08-29,4.4,375.0,1125.0000000000002,30240.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-19,1.4,375.0,2025-09-17,1.9,375.0,187.5,2880.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-19,1.4,375.0,2025-09-17,1.9,375.0,187.5,2880.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-29,0.05,375.0,2025-09-17,1.9,375.0,693.75,17280.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-29,0.05,375.0,2025-09-17,1.9,375.0,693.75,17280.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-29,0.05,375.0,2025-09-17,1.7,375.0,618.75,17280.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-29,0.05,375.0,2025-09-17,1.7,375.0,618.75,17280.0,CLOSED
EO CE COFORGE 30Sep2025 2040,2025-09-29,0.05,375.0,2025-09-17,1.7,375.0,618.75,17280.0,CLOSED
EO CE COFORGE 31Jul2025 1960,2025-07-31,0.1,1125.0,2025-07-24,3.0,1125.0,3262.5,10080.0,CLOSED
EO CE COFORGE 31Jul2025 1960,2025-07-31,0.1,375.0,2025-07-24,2.8,375.0,1012.4999999999999,10080.0,CLOSED
EO CE COFORGE 31Jul2025 1960,2025-07-31,0.05,375.0,2025-07-24,2.8,375.0,1031.25,10080.0,CLOSED
EO CE COFORGE 31Jul2025 1960,2025-07-31,0.05,375.0,2025-07-24,3.0,375.0,1106.25,10080.0,CLOSED
EO CE COFORGE 31Jul2025 1960,2025-07-31,0.05,750.0,2025-07-24,2.8,750.0,2062.5,10080.0,CLOSED
EO CE COFORGE 31Jul2025 2000,2025-07-29,0.3,375.0,2025-07-24,2.0,375.0,637.5,7200.0,CLOSED
EO CE COFORGE 31Jul2025 2140,2025-07-08,18.85,375.0,2025-06-25,15.05,375.0,-1425.0000000000002,18720.0,CLOSED
EO CE COFORGE 31Jul2025 2160,2025-07-08,13.95,375.0,2025-06-30,12.9,375.0,-393.7499999999996,11520.0,CLOSED
EO CE COFORGE 31Jul2025 2160,2025-07-08,13.95,375.0,2025-06-30,13.0,375.0,-356.2499999999997,11520.0,CLOSED
EO CE COFORGE 31Jul2025 2240,2025-07-21,1.0,375.0,2025-07-08,7.5,375.0,2437.5,18720.0,CLOSED
EO CE COFORGE 31Jul2025 2240,2025-07-21,1.0,375.0,2025-07-08,6.6,375.0,2100.0,18720.0,CLOSED
EO CE COFORGE 31Jul2025 2240,2025-07-22,1.8,375.0,2025-07-08,6.6,375.0,1800.0,20160.0,CLOSED
EO CE CUMMINSIND 28Aug2025 4200,2025-08-08,17.5,200.0,2025-08-08,11.5,200.0,-1200.0,0.0,CLOSED
EO CE CUMMINSIND 30Sep2025 4300,2025-09-03,10.9,200.0,2025-09-03,9.9,200.0,-200.0,0.0,CLOSED
EO CE CUMMINSIND 30Sep2025 4400,2025-09-30,0.05,200.0,2025-09-10,9.9,200.0,1970.0,28800.0,CLOSED
EO CE DABUR 28Aug2025 600,2025-08-14,0.15,1250.0,2025-08-01,1.0,1250.0,1062.5,18720.0,CLOSED
EO CE DABUR 28Aug2025 600,2025-08-14,0.15,1250.0,2025-08-01,1.0,1250.0,1062.5,18720.0,CLOSED
EO CE DABUR 30Sep2025 610,2025-09-19,0.15,1250.0,2025-09-04,1.0,1250.0,1062.5,21600.0,CLOSED
EO CE DABUR 30Sep2025 610,2025-09-22,0.15,1250.0,2025-09-04,0.95,1250.0,999.9999999999999,25920.0,CLOSED
EO CE DIVISLAB 28Aug2025 6600,2025-08-22,5.6,100.0,2025-08-22,7.1,100.0,150.0,0.0,CLOSED
EO CE DIVISLAB 28Aug2025 6600,2025-08-28,0.05,100.0,2025-08-22,7.0,100.0,695.0,8640.0,CLOSED
EO CE DIVISLAB 28Aug2025 6900,,0.0,100.0,2025-08-07,7.9,100.0,790.0,0.0,OPEN
EO CE DIVISLAB 28Aug2025 6900,,0.0,100.0,2025-08-07,7.9,100.0,790.0,0.0,OPEN
EO CE DIVISLAB 28Aug2025 6900,,0.0,100.0,2025-08-07,7.9,100.0,790.0,0.0,OPEN
EO CE DIVISLAB 28Aug2025 7000,2025-08-07,9.45,100.0,2025-08-07,6.95,100.0,-249.99999999999991,0.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-07,9.5,100.0,2025-08-07,6.95,100.0,-254.99999999999997,0.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-28,0.05,100.0,2025-08-07,6.95,100.0,690.0,30240.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-28,0.05,100.0,2025-08-07,6.9,100.0,685.0,30240.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-28,0.05,200.0,2025-08-07,6.8,200.0,1350.0,30240.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-28,0.05,100.0,2025-08-07,6.8,100.0,675.0,30240.0,CLOSED
EO CE DIVISLAB 28Aug2025 7000,2025-08-28,0.05,100.0,2025-08-07,6.8,100.0,675.0,30240.0,CLOSED
EO CE DIVISLAB 31Jul2025 7000,2025-06-30,122.8,100.0,2025-06-30,116.0,100.0,-679.9999999999998,0.0,CLOSED
EO CE DIVISLAB 31Jul2025 7000,2025-06-30,122.75,100.0,2025-06-30,116.0,100.0,-675.0,0.0,CLOSED
EO CE DIVISLAB 31Jul2025 7800,2025-07-14,3.0,100.0,2025-07-08,12.05,100.0,905.0000000000001,8640.0,CLOSED
EO CE DIVISLAB 31Jul2025 7800,2025-07-14,3.0,100.0,2025-07-08,12.1,100.0,910.0,8640.0,CLOSED
EO CE DIVISLAB 31Jul2025 7800,2025-07-14,3.0,100.0,2025-07-08,12.05,100.0,905.0000000000001,8640.0,CLOSED
EO CE DIVISLAB 31Jul2025 7800,2025-07-14,3.0,100.0,2025-07-08,12.05,100.0,905.0000000000001,8640.0,CLOSED
EO CE DIXON 30Sep2025 19000,2025-09-30,0.05,100.0,2025-09-29,4.7,100.0,465.00000000000006,1440.0,CLOSED
EO CE DIXON 30Sep2025 19000,,0.0,100.0,2025-09-29,4.7,100.0,470.0,0.0,OPEN
EO CE DIXON 31Jul2025 15000,2025-07-01,521.15,50.0,2025-07-01,443.9,50.0,-3862.5,0.0,CLOSED
EO CE DIXON 31Jul2025 15000,2025-07-01,521.15,50.0,2025-07-01,449.9,50.0,-3562.5,0.0,CLOSED
EO CE DIXON 31Jul2025 15000,2025-07-01,520.15,50.0,2025-07-01,489.9,50.0,-1512.5,0.0,CLOSED
EO CE DIXON 31Jul2025 15000,2025-07-01,520.15,50.0,2025-07-01,489.9,50.0,-1512.5,0.0,CLOSED
EO CE DLF 26Jun2025 890,2025-06-18,3.6,825.0,2025-06-18,3.8,825.0,164.99999999999977,0.0,CLOSED
EO CE DMART 26Jun2025 4400,2025-06-18,16.55,150.0,2025-06-18,12.15,150.0,-660.0,0.0,CLOSED
EO CE DMART 26Jun2025 4400,2025-06-18,16.55,150.0,2025-06-18,12.25,150.0,-645.0000000000001,0.0,CLOSED
EO CE DMART 26Jun2025 4400,2025-06-18,17.05,150.0,2025-06-18,12.15,150.0,-735.0,0.0,CLOSED
EO CE DMART 26Jun2025 4400,2025-06-18,17.05,150.0,2025-06-18,12.2,150.0,-727.5000000000002,0.0,CLOSED
EO CE DMART 26Jun2025 4500,2025-06-19,7.45,150.0,2025-06-19,8.5,150.0,157.49999999999997,0.0,CLOSED
EO CE DMART 26Jun2025 4500,2025-06-24,7.1,150.0,2025-06-19,8.5,150.0,210.00000000000006,7200.0,CLOSED
EO CE DMART 26Jun2025 4500,2025-06-24,7.1,150.0,2025-06-19,8.5,150.0,210.00000000000006,7200.0,CLOSED
EO CE DMART 26Jun2025 4500,2025-06-24,7.1,150.0,2025-06-19,8.5,150.0,210.00000000000006,7200.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-19,4.2,150.0,2025-06-10,7.9,150.0,555.0,12960.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-19,4.2,150.0,2025-06-10,7.9,150.0,555.0,12960.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-19,4.2,150.0,2025-06-10,7.9,150.0,555.0,12960.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-24,3.1,300.0,2025-06-10,7.9,300.0,1440.0000000000002,20160.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-24,3.1,300.0,2025-06-18,4.8,300.0,509.99999999999994,8640.0,CLOSED
EO CE DMART 26Jun2025 4600,2025-06-24,3.1,300.0,2025-06-18,4.9,300.0,540.0000000000001,8640.0,CLOSED
EO CE DMART 28Aug2025 4800,2025-08-19,20.15,150.0,2025-07-31,14.9,150.0,-787.4999999999998,27360.0,CLOSED
EO CE DMART 28Aug2025 4900,2025-08-21,14.15,150.0,2025-08-19,9.4,150.0,-712.5,2880.0,CLOSED
EO CE DMART 28Aug2025 4900,2025-08-21,14.15,150.0,2025-08-19,11.9,150.0,-337.5,2880.0,CLOSED
EO CE DMART 28Aug2025 4900,2025-08-21,14.15,150.0,2025-08-19,11.9,150.0,-337.5,2880.0,CLOSED
EO CE DMART 28Aug2025 4900,2025-08-28,0.2,150.0,2025-08-19,10.0,150.0,1470.0,12960.0,CLOSED
EO CE DMART 28Aug2025 4900,2025-08-28,0.2,150.0,2025-08-19,10.0,150.0,1470.0,12960.0,CLOSED
EO CE DMART 30Sep2025 5000,2025-09-30,0.05,150.0,2025-09-23,5.3,150.0,787.5,10080.0,CLOSED
EO CE DMART 30Sep2025 5000,2025-09-30,0.05,150.0,2025-09-23,5.1,150.0,757.5,10080.0,CLOSED
EO CE DMART 30Sep2025 5100,2025-09-30,0.05,150.0,2025-08-26,32.0,150.0,4792.5,50400.0,CLOSED
EO CE DMART 30Sep2025 5100,2025-09-30,0.05,150.0,2025-08-26,31.9,150.0,4777.5,50400.0,CLOSED
EO CE DMART 30Sep2025 5100,2025-09-30,0.05,150.0,2025-09-25,2.25,150.0,330.0,7200.0,CLOSED
EO CE DMART 30Sep2025 5100,2025-09-30,0.05,150.0,2025-09-25,2.25,150.0,330.0,7200.0,CLOSED
EO CE DMART 30Sep2025 5200,2025-09-30,0.05,150.0,2025-09-10,7.9,150.0,1177.5,28800.0,CLOSED
EO CE DMART 30Sep2025 5200,2025-09-30,0.05,150.0,2025-09-10,7.9,150.0,1177.5,28800.0,CLOSED
EO CE DMART 30Sep2025 5200,2025-09-30,0.05,150.0,2025-09-15,5.95,150.0,885.0,21600.0,CLOSED
EO CE DMART 30Sep2025 5200,2025-09-30,0.05,150.0,2025-09-15,5.95,150.0,885.0,21600.0,CLOSED
EO CE DMART 30Sep2025 5300,2025-09-29,0.05,150.0,2025-08-29,14.25,150.0,2130.0,44640.0,CLOSED
EO CE DMART 30Sep2025 5300,2025-09-29,0.05,150.0,2025-09-04,13.15,150.0,1965.0,36000.0,CLOSED
EO CE DMART 30Sep2025 5300,2025-09-29,0.05,150.0,2025-09-04,13.15,150.0,1965.0,36000.0,CLOSED
EO CE DMART 30Sep2025 5400,2025-09-30,0.05,300.0,2025-09-04,10.5,300.0,3135.0,37440.0,CLOSED
EO CE DMART 30Sep2025 5400,2025-09-30,0.05,300.0,2025-09-04,7.9,300.0,2355.0,37440.0,CLOSED
EO CE DMART 31Jul2025 4400,2025-07-16,15.5,150.0,2025-07-14,9.9,150.0,-840.0,2880.0,CLOSED
EO CE DMART 31Jul2025 4400,2025-07-16,15.5,150.0,2025-07-14,9.9,150.0,-840.0,2880.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-25,1.15,150.0,2025-07-14,7.9,150.0,1012.5,15840.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-25,1.15,150.0,2025-07-14,6.9,150.0,862.5,15840.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-30,2.15,150.0,2025-07-14,6.9,150.0,712.5,23040.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-30,2.15,300.0,2025-07-14,8.9,300.0,2025.0,23040.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-30,2.15,300.0,2025-07-16,8.9,300.0,2025.0,20160.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-31,0.05,150.0,2025-07-31,3.8,150.0,562.5,0.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-31,0.05,150.0,2025-07-31,3.8,150.0,562.5,0.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-31,0.05,150.0,2025-07-31,3.8,150.0,562.5,0.0,CLOSED
EO CE DMART 31Jul2025 4500,2025-07-31,0.05,150.0,2025-07-31,3.8,150.0,562.5,0.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-03,44.7,150.0,2025-07-03,29.85,150.0,-2227.5,0.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-03,44.7,150.0,2025-07-03,29.85,150.0,-2227.5,0.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-03,44.7,150.0,2025-07-03,39.85,150.0,-727.5000000000002,0.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-03,44.75,150.0,2025-07-03,39.85,150.0,-734.9999999999998,0.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-31,0.05,150.0,2025-07-30,1.55,150.0,225.0,1440.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-31,0.05,300.0,2025-07-30,1.55,300.0,450.0,1440.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-31,0.05,150.0,2025-07-30,1.55,150.0,225.0,1440.0,CLOSED
EO CE DMART 31Jul2025 4600,2025-07-31,0.05,150.0,2025-07-30,1.55,150.0,225.0,1440.0,CLOSED
EO CE DMART 31Jul2025 4800,2025-07-07,12.1,150.0,2025-07-03,18.05,150.0,892.5000000000001,5760.0,CLOSED
EO CE DMART 31Jul2025 4800,2025-07-07,12.1,150.0,2025-07-03,18.1,150.0,900.0000000000002,5760.0,CLOSED
EO CE DMART 31Jul2025 4800,2025-07-07,12.1,150.0,2025-07-03,18.05,150.0,892.5000000000001,5760.0,CLOSED
EO CE DMART 31Jul2025 4800,2025-07-07,12.1,150.0,2025-07-03,18.05,150.0,892.5000000000001,5760.0,CLOSED
EO CE DMART 31Jul2025 4900,2025-07-25,0.45,150.0,2025-06-30,16.9,150.0,2467.5,36000.0,CLOSED
EO CE DMART 31Jul2025 4900,2025-07-25,0.45,150.0,2025-07-02,19.0,150.0,2782.5,33120.0,CLOSED
EO CE DMART 31Jul2025 4900,2025-07-31,0.05,150.0,2025-07-02,19.05,150.0,2850.0,41760.0,CLOSED
EO CE DMART 31Jul2025 4900,2025-07-31,0.05,150.0,2025-07-03,8.55,150.0,1275.0,40320.0,CLOSED
EO CE DMART 31Jul2025 4900,2025-07-31,0.05,150.0,2025-07-03,8.55,150.0,1275.0,40320.0,CLOSED
EO CE DMART 31Jul2025 5000,2025-07-29,0.3,300.0,2025-07-02,10.9,300.0,3180.0,38880.0,CLOSED
EO CE EICHERMOT 28Aug2025 6500,2025-08-21,1.4,175.0,2025-08-18,3.65,175.0,393.75,4320.0,CLOSED
EO CE EICHERMOT 28Aug2025 6500,2025-08-21,1.45,175.0,2025-08-18,3.65,175.0,385.00000000000006,4320.0,CLOSED
EO CE EICHERMOT 28Aug2025 6500,2025-08-21,1.45,175.0,2025-08-18,3.65,175.0,385.00000000000006,4320.0,CLOSED
EO CE EICHERMOT 28Aug2025 6500,2025-08-21,1.35,175.0,2025-08-18,3.65,175.0,402.49999999999994,4320.0,CLOSED
EO CE EICHERMOT 30Sep2025 7000,2025-09-01,8.1,175.0,2025-08-29,7.15,175.0,-166.2499999999999,4320.0,CLOSED
EO CE EICHERMOT 30Sep2025 7200,2025-09-11,18.25,350.0,2025-09-04,10.0,350.0,-2887.5,10080.0,CLOSED
EO CE EICHERMOT 30Sep2025 7200,2025-09-12,32.0,350.0,2025-09-12,27.9,350.0,-1435.0000000000005,0.0,CLOSED
EO CE EICHERMOT 30Sep2025 7200,2025-09-12,30.2,175.0,2025-09-12,27.9,175.0,-402.5000000000001,0.0,CLOSED
EO CE EICHERMOT 30Sep2025 7200,2025-09-12,30.2,175.0,2025-09-12,27.9,175.0,-402.5000000000001,0.0,CLOSED
EO CE EICHERMOT 30Sep2025 7400,2025-09-19,13.95,175.0,2025-09-09,18.5,175.0,796.2500000000001,14400.0,CLOSED
EO CE EICHERMOT 30Sep2025 7400,2025-09-19,13.95,175.0,2025-09-09,18.15,175.0,734.9999999999999,14400.0,CLOSED
EO CE EICHERMOT 30Sep2025 7400,2025-09-19,13.95,175.0,2025-09-09,18.3,175.0,761.2500000000002,14400.0,CLOSED
EO CE EICHERMOT 30Sep2025 7400,2025-09-23,22.2,175.0,2025-09-11,7.95,175.0,-2493.75,17280.0,CLOSED
EO CE EICHERMOT 30Sep2025 7400,2025-09-23,22.2,175.0,2025-09-11,7.95,175.0,-2493.75,17280.0,CLOSED
EO CE EICHERMOT 30Sep2025 7600,2025-09-23,7.5,175.0,2025-09-19,5.3,175.0,-385.00000000000006,5760.0,CLOSED
EO CE EICHERMOT 30Sep2025 7600,2025-09-23,7.5,350.0,2025-09-19,5.3,350.0,-770.0000000000001,5760.0,CLOSED
EO CE ETERNAL 26Jun2025 280,2025-06-13,0.6,2000.0,2025-06-09,1.9,2000.0,2599.9999999999995,5760.0,CLOSED
EO CE ETERNAL 26Jun2025 280,2025-06-18,0.25,2000.0,2025-06-09,1.9,2000.0,3300.0,12960.0,CLOSED
EO CE ETERNAL 26Jun2025 280,2025-06-25,0.05,2000.0,2025-06-09,1.9,2000.0,3699.9999999999995,23040.0,CLOSED
EO CE ETERNAL 26Jun2025 290,2025-06-13,0.3,2000.0,2025-06-09,0.8,2000.0,1000.0,5760.0,CLOSED
EO CE ETERNAL 26Jun2025 290,2025-06-18,0.15,2000.0,2025-06-09,0.8,2000.0,1300.0,12960.0,CLOSED
EO CE ETERNAL 26Jun2025 290,2025-06-23,0.05,2000.0,2025-06-09,0.8,2000.0,1500.0,20160.0,CLOSED
EO CE ETERNAL 28Aug2025 335,2025-08-26,0.2,2425.0,2025-08-26,0.3,2425.0,242.49999999999994,0.0,CLOSED
EO CE ETERNAL 28Aug2025 345,2025-08-20,1.5,2425.0,2025-07-23,1.95,2425.0,1091.25,40320.0,CLOSED
EO CE ETERNAL 28Aug2025 345,2025-08-26,0.05,2425.0,2025-08-22,0.4,2425.0,848.7500000000001,5760.0,CLOSED
EO CE ETERNAL 28Aug2025 350,2025-08-26,0.05,2425.0,2025-07-29,1.5,2425.0,3516.25,40320.0,CLOSED
EO CE ETERNAL 28Oct2025 380,,0.0,2425.0,2025-09-25,2.2,2425.0,5335.0,0.0,OPEN
EO CE ETERNAL 30Sep2025 360,2025-09-18,1.1,2425.0,2025-09-11,0.9,2425.0,-485.00000000000017,10080.0,CLOSED
EO CE ETERNAL 30Sep2025 370,2025-09-05,0.6,2425.0,2025-08-21,2.4,2425.0,4365.0,21600.0,CLOSED
EO CE ETERNAL 30Sep2025 370,2025-09-05,0.6,2425.0,2025-08-21,2.4,2425.0,4365.0,21600.0,CLOSED
EO CE ETERNAL 30Sep2025 370,2025-09-29,0.05,2425.0,2025-08-28,0.95,2425.0,2182.5,46080.0,CLOSED
EO CE ETERNAL 30Sep2025 370,2025-09-29,0.05,2425.0,2025-09-18,0.55,2425.0,1212.5,15840.0,CLOSED
EO CE ETERNAL 31Jul2025 290,2025-07-21,2.55,4850.0,2025-07-21,1.4,4850.0,-5577.5,0.0,CLOSED
EO CE ETERNAL 31Jul2025 330,2025-07-22,1.25,2425.0,2025-07-22,1.0,2425.0,-606.25,0.0,CLOSED
EO CE ETERNAL 31Jul2025 330,2025-07-22,1.25,2425.0,2025-07-22,1.0,2425.0,-606.25,0.0,CLOSED
EO CE ETERNAL 31Jul2025 330,2025-07-22,1.05,2425.0,2025-07-22,0.7,2425.0,-848.7500000000002,0.0,CLOSED
EO CE ETERNAL 31Jul2025 330,2025-07-22,1.05,2425.0,2025-07-22,0.75,2425.0,-727.5000000000001,0.0,CLOSED
EO CE FEDERALBNK 28Aug2025 210,2025-08-04,1.0,5000.0,2025-08-04,0.85,5000.0,-750.0000000000001,0.0,CLOSED
EO CE FEDERALBNK 28Aug2025 215,2025-08-06,0.4,5000.0,2025-08-04,0.5,5000.0,499.9999999999999,2880.0,CLOSED
EO CE FEDERALBNK 28Aug2025 215,2025-08-06,0.4,5000.0,2025-08-04,0.6,5000.0,999.9999999999998,2880.0,CLOSED
EO CE FORTIS 28Aug2025 980,2025-08-11,3.9,775.0,2025-08-11,2.9,775.0,-775.0,0.0,CLOSED
EO CE FORTIS 28Aug2025 980,2025-08-11,3.95,775.0,2025-08-11,3.9,775.0,-38.750000000000206,0.0,CLOSED
EO CE GMRAIRPORT 31Jul2025 100,2025-07-09,0.55,6975.0,2025-07-09,0.7,6975.0,1046.2499999999993,0.0,CLOSED
EO CE GMRAIRPORT 31Jul2025 100,2025-07-09,0.5,6975.0,2025-07-09,0.7,6975.0,1394.9999999999998,0.0,CLOSED
EO CE GMRAIRPORT 31Jul2025 100,2025-07-09,0.75,6975.0,2025-07-09,0.65,6975.0,-697.4999999999999,0.0,CLOSED
EO CE HCLTECH 31Jul2025 1700,2025-07-21,1.1,350.0,,0.0,350.0,-385.00000000000006,0.0,OPEN
EO CE HCLTECH 31Jul2025 1700,2025-07-29,0.1,350.0,,0.0,350.0,-35.0,0.0,OPEN
EO CE HCLTECH 31Jul2025 1700,2025-07-29,0.15,700.0,,0.0,700.0,-105.0,0.0,OPEN
EO CE HCLTECH 31Jul2025 1740,2025-07-29,0.15,350.0,2025-07-15,1.4,350.0,437.5,20160.0,CLOSED
EO CE HDFCAMC 31Jul2025 5800,2025-07-08,10.1,150.0,2025-07-08,10.9,150.0,120.00000000000011,0.0,CLOSED
EO CE HDFCAMC 31Jul2025 5800,2025-07-08,10.1,150.0,2025-07-08,10.9,150.0,120.00000000000011,0.0,CLOSED
EO CE HDFCAMC 31Jul2025 5800,2025-07-16,21.15,150.0,2025-07-08,10.9,150.0,-1537.4999999999998,11520.0,CLOSED
EO CE HDFCAMC 31Jul2025 5800,2025-07-16,21.15,150.0,2025-07-08,10.9,150.0,-1537.4999999999998,11520.0,CLOSED
