trade_date,symbol,transaction_type,quantity,price,trade_value,charges,open,high,low,close,volume,t_score,f_score,total_score,is_52week_high,is_52week_low,is_alltime_high,is_alltime_low,trade_hour,trade_day_of_week,trade_month,pnl,holding_period_minutes
21-07-25,EO CE AUBANK 31Jul2025 830,SALE,2000,1.1,2200,0,770,770,735.2,752.9,11588986,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,0,7,0,0
21-07-25,EO CE AUBANK 31Jul2025 830,SALE,1000,1.05,1050,0,770,770,735.2,752.9,11588986,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,0,7,0,0
25-07-25,EO CE AUBANK 31Jul2025 830,BUY,2000,0.2,400,0,743.1,747.8,727.45,733.4,1485353,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,4,7,1800,5760
28-07-25,EO CE AUBANK 31Jul2025 830,BUY,1000,0.15,150,0,728.5,737.9,725,727.35,1906629,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,0,7,900,10080
21-07-25,EO CE AUBANK 31Jul2025 850,SALE,4000,0.5,2000,0,770,770,735.2,752.9,11588986,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,0,7,0,0
29-07-25,EO CE AUBANK 31Jul2025 850,BUY,2000,0.1,200,0,727.9,741.8,727,739.95,2061754,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,1,7,800,11520
29-07-25,EO CE AUBANK 31Jul2025 850,BUY,2000,0.1,200,0,727.9,741.8,727,739.95,2061754,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,1,7,800,11520
30-06-25,EO CE AUBANK 31Jul2025 940,SALE,1000,2.4,2400,0,813.8,822.25,808.8,817.5,2397545,75,68,71.5,FALSE,FALSE,FALSE,FALSE,0,0,6,0,0
02-07-25,EO CE AUBANK 31Jul2025 940,SALE,2000,2.4,4800,0,840,841,816,818.25,2504958,75,79,77,TRUE,FALSE,TRUE,FALSE,0,2,7,0,0
24-07-25,EO CE AUBANK 31Jul2025 940,BUY,1000,0.2,200,0,736.75,746.55,732.3,745.45,2296317,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,3,7,2200,34560
25-07-25,EO CE AUBANK 31Jul2025 940,BUY,1000,0.1,100,0,743.1,747.8,727.45,733.4,1485353,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,4,7,2300,33120
28-07-25,EO CE AUBANK 31Jul2025 940,BUY,1000,0.1,100,0,728.5,737.9,725,727.35,1906629,37.5,79,58.25,FALSE,FALSE,FALSE,FALSE,0,0,7,2300,37440
23-06-25,EO CE BAJAJFINSV 26Jun2025 2080,BUY,500,1.35,675,0,1976.3,2008.4,1950.7,1997.6,1125629,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,0,6,0,0
